cache-hit-rate,cycles,cache-references,cache-misses,pointer size (bytes),cache line size (bytes),page size (bytes),chain size (bytes),thread size (bytes),test size (bytes),chains per thread,number of threads,iterations,loop length,prefetch hint,experiments,access pattern,stride,numa placement,offset or mask,numa domains,domain map,operations per chain,total operations,elapsed time (seconds),elapsed time (timer ticks),clock resolution (ns),memory latency (ns),memory bandwidth (MB/s)
-0.100719424,156,139,153,8,64,4096,536870912,536870912,536870912,1,1,10,25,nta,1,forward,100,local,0,1,0:00,83887,83887,0.088,6655350,13.15,104.37,613.218
-0.075757576,144,132,142,8,64,4096,536870912,536870912,536870912,1,1,10,25,t0,1,forward,100,local,0,1,0:00,83887,83887,0.061,5798588,10.59,73.23,873.979
-0.02919708,146,137,141,8,64,4096,536870912,536870912,536870912,1,1,10,25,t1,1,forward,100,local,0,1,0:00,83887,83887,0.062,4953045,12.46,73.55,870.179
-0.112781955,155,133,148,8,64,4096,536870912,536870912,536870912,1,1,10,25,t2,1,forward,100,local,0,1,0:00,83887,83887,0.084,8351049,10.01,99.67,642.133
0.004464286,477,448,446,8,64,4096,536870912,536870912,536870912,1,1,10,25,none,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.742,73277461,10.13,8.85,7233.859
0.00617284,675,648,644,8,64,4096,536870912,536870912,536870912,1,1,10,25,nta,1,reverse,-1,local,0,1,0:00,8388608,8388608,1.229,98674991,12.46,14.65,4367.861
0.018648019,463,429,421,8,64,4096,536870912,536870912,536870912,1,1,10,25,t0,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.712,63062659,11.29,8.49,7539.034
0.006849315,469,438,435,8,64,4096,536870912,536870912,536870912,1,1,10,25,t1,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.736,73531127,10.01,8.78,7292.729
0.002610966,414,383,382,8,64,4096,536870912,536870912,536870912,1,1,10,25,t2,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.579,34313860,16.88,6.9,9268.771
-0.104615385,366,325,359,8,64,4096,536870912,536870912,536870912,1,1,10,25,none,1,reverse,-10,local,0,1,0:00,838861,838861,0.488,46025689,10.59,58.12,1101.078
-0.023738872,350,337,345,8,64,4096,536870912,536870912,536870912,1,1,10,25,nta,1,reverse,-10,local,0,1,0:00,838861,838861,0.447,44618605,10.01,53.25,1201.837
-0.040123457,344,324,337,8,64,4096,536870912,536870912,536870912,1,1,10,25,t0,1,reverse,-10,local,0,1,0:00,838861,838861,0.434,38418996,11.29,51.72,1237.491
-0.021276596,341,329,336,8,64,4096,536870912,536870912,536870912,1,1,10,25,t1,1,reverse,-10,local,0,1,0:00,838861,838861,0.426,42599520,10.01,50.84,1258.8
0,338,333,333,8,64,4096,536870912,536870912,536870912,1,1,10,25,t2,1,reverse,-10,local,0,1,0:00,838861,838861,0.422,39806785,10.59,50.27,1273.097
-0.027777778,150,144,148,8,64,4096,536870912,536870912,536870912,1,1,10,25,none,1,reverse,-100,local,0,1,0:00,83887,83887,0.067,6305520,10.59,79.63,803.715
-0.108695652,158,138,153,8,64,4096,536870912,536870912,536870912,1,1,10,25,nta,1,reverse,-100,local,0,1,0:00,83887,83887,0.085,8467913,10.01,101.06,633.271
-0.03649635,148,137,142,8,64,4096,536870912,536870912,536870912,1,1,10,25,t0,1,reverse,-100,local,0,1,0:00,83887,83887,0.066,6624904,10.01,79.07,809.443
-0.125,147,128,144,8,64,4096,536870912,536870912,536870912,1,1,10,25,t1,1,reverse,-100,local,0,1,0:00,83887,83887,0.074,7420744,10.01,88.56,722.634
-0.363636364,143,99,135,8,64,4096,536870912,536870912,536870912,1,1,10,25,t2,1,reverse,-100,local,0,1,0:00,83887,83887,0.079,7067774,11.18,94.16,679.69
-0.029023747,1188,1137,1170,8,64,4096,536870912,536870912,536870912,1,1,10,25,none,1,random,1,local,0,1,0:00,8388608,8388608,2.491,198113142,12.57,29.69,2155.374
-0.007481297,1636,1604,1616,8,64,4096,536870912,536870912,536870912,1,1,10,25,nta,1,random,1,local,0,1,0:00,8388608,8388608,3.577,334014943,10.71,42.65,1500.742
0,1343,1330,1330,8,64,4096,536870912,536870912,536870912,1,1,10,25,t0,1,random,1,local,0,1,0:00,8388608,8388608,2.826,266719955,10.59,33.68,1900.04
-0.001699235,1192,1177,1179,8,64,4096,536870912,536870912,536870912,1,1,10,25,t1,1,random,1,local,0,1,0:00,8388608,8388608,2.485,248170682,10.01,29.62,2160.781
-0.007017544,1170,1140,1148,8,64,4096,536870912,536870912,536870912,1,1,10,25,t2,1,random,1,local,0,1,0:00,8388608,8388608,2.409,318359917,7.57,28.72,2228.579
-0.043227666,374,347,362,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,forward,1,local,0,1,0:00,8388608,8388608,0.507,40362633,12.57,6.05,10579.289
0.003502627,589,571,569,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,forward,1,local,0,1,0:00,8388608,8388608,1.036,118651070,8.73,12.35,5182.351
0.010840108,386,369,365,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,forward,1,local,0,1,0:00,8388608,8388608,0.531,47040245,11.29,6.33,10106.911
-0.021108179,401,379,387,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,forward,1,local,0,1,0:00,8388608,8388608,0.573,56616523,10.13,6.84,9362.618
0,400,389,389,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,forward,1,local,0,1,0:00,8388608,8388608,0.566,50149473,11.29,6.75,9480.29
-0.005602241,365,357,359,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,forward,10,local,0,1,0:00,838861,838861,0.483,48215708,10.01,57.54,1112.174
0,340,333,333,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,forward,10,local,0,1,0:00,838861,838861,0.436,34660031,12.57,51.95,1231.99
-0.05704698,320,298,315,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,forward,10,local,0,1,0:00,838861,838861,0.444,41887964,10.59,52.9,1209.843
-0.051779935,330,309,325,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,forward,10,local,0,1,0:00,838861,838861,0.422,42170050,10.01,50.33,1271.62
-0.005934718,342,337,339,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,forward,10,local,0,1,0:00,838861,838861,0.43,40620695,10.59,51.3,1247.588
-0.04379562,145,137,143,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,forward,100,local,0,1,0:00,83887,83887,0.063,6290100,10.01,75.07,852.528
-0.019736842,158,152,155,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,forward,100,local,0,1,0:00,83887,83887,0.085,8514293,10.01,101.62,629.821
-0.006849315,150,146,147,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,forward,100,local,0,1,0:00,83887,83887,0.071,7088424,10.01,84.6,756.513
0.006802721,149,147,146,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,forward,100,local,0,1,0:00,83887,83887,0.066,8767092,7.57,79.08,809.274
-0.161290323,143,124,144,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,forward,100,local,0,1,0:00,83887,83887,0.078,7766253,10.01,92.69,690.485
0.027459954,466,437,425,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.733,73219608,10.01,8.74,7323.756
0.021806854,672,642,628,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,reverse,-1,local,0,1,0:00,8388608,8388608,1.207,108035008,11.18,14.39,4446.558
-0.050119332,471,419,440,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.736,65217959,11.29,8.78,7289.887
0.00921659,468,434,430,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.733,78685900,9.31,8.74,7326.1
0.014669927,435,409,403,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,reverse,-1,local,0,1,0:00,8388608,8388608,0.616,75631513,8.15,7.35,8710.817
0.00280112,363,357,356,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,reverse,-10,local,0,1,0:00,838861,838861,0.479,42397896,11.29,57.07,1121.357
-0.021084337,346,332,339,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,reverse,-10,local,0,1,0:00,838861,838861,0.447,44620366,10.01,53.25,1201.789
-0.008955224,343,335,338,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,reverse,-10,local,0,1,0:00,838861,838861,0.434,43302668,10.01,51.68,1238.359
-0.032051282,328,312,322,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,reverse,-10,local,0,1,0:00,838861,838861,0.426,42556619,10.01,50.79,1260.069
-0.036923077,343,325,337,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,reverse,-10,local,0,1,0:00,838861,838861,0.427,37774308,11.29,50.85,1258.611
-0.125984252,146,127,143,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,reverse,-100,local,0,1,0:00,83887,83887,0.067,6688734,10.01,79.83,801.719
-0.110294118,156,136,151,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,reverse,-100,local,0,1,0:00,83887,83887,0.086,8105576,10.59,102.36,625.229
0.01369863,150,146,144,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,reverse,-100,local,0,1,0:00,83887,83887,0.066,6617309,10.01,78.98,810.372
0.006849315,150,146,145,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,reverse,-100,local,0,1,0:00,83887,83887,0.063,5613136,11.18,74.78,855.83
-0.028169014,151,142,146,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,reverse,-100,local,0,1,0:00,83887,83887,0.08,8002096,10.01,95.5,670.135
-0.008665511,1178,1154,1164,8,64,4096,536870912,536870912,536870912,1,1,10,50,none,1,random,1,local,0,1,0:00,8388608,8388608,2.465,246201973,10.01,29.38,2178.06
0,1618,1599,1599,8,64,4096,536870912,536870912,536870912,1,1,10,50,nta,1,random,1,local,0,1,0:00,8388608,8388608,3.544,313864614,11.29,42.25,1514.766
-0.001733102,1167,1154,1156,8,64,4096,536870912,536870912,536870912,1,1,10,50,t0,1,random,1,local,0,1,0:00,8388608,8388608,2.459,131188089,18.74,29.31,2183.431
0.001367989,1491,1462,1460,8,64,4096,536870912,536870912,536870912,1,1,10,50,t1,1,random,1,local,0,1,0:00,8388608,8388608,3.166,418373614,7.57,37.74,1695.829
-0.001444043,1417,1385,1387,8,64,4096,536870912,536870912,536870912,1,1,10,50,t2,1,random,1,local,0,1,0:00,8388608,8388608,3.023,301915290,10.01,36.03,1776.136
-0.016415869,777,731,743,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,forward,1,local,0,1,0:00,16777216,16777216,1.141,101019229,11.29,6.8,9412.694
-0.000751315,1370,1331,1332,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,forward,1,local,0,1,0:00,16777216,16777216,2.632,150707759,17.46,15.69,4080.025
-0.004789272,1117,1044,1049,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,forward,1,local,0,1,0:00,16777216,16777216,1.959,182882834,10.71,11.67,5481.873
0.005215124,801,767,763,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,forward,1,local,0,1,0:00,16777216,16777216,1.176,117431262,10.01,7.01,9132.876
-0.014146773,1178,1131,1147,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,forward,1,local,0,1,0:00,16777216,16777216,2.17,192142675,11.29,12.93,4948.735
-0.002820874,724,709,711,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,forward,10,local,0,1,0:00,1677722,1677722,1.067,122175208,8.73,63.58,1006.573
0,686,673,673,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,forward,10,local,0,1,0:00,1677722,1677722,0.977,97587110,10.01,58.23,1099.003
-0.003062787,666,653,655,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,forward,10,local,0,1,0:00,1677722,1677722,0.936,88386086,10.59,55.81,1146.739
-0.027108434,697,664,682,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,forward,10,local,0,1,0:00,1677722,1677722,1.008,47292792,21.3,60.05,1065.722
-0.004518072,678,664,667,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,forward,10,local,0,1,0:00,1677722,1677722,0.959,128717459,7.45,57.16,1119.625
0,262,261,261,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,forward,100,local,0,1,0:00,167773,167773,0.151,13404316,11.29,90.22,709.374
-0.140271493,260,221,252,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,forward,100,local,0,1,0:00,167773,167773,0.179,16915004,10.59,106.81,599.209
-0.003891051,259,257,258,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,forward,100,local,0,1,0:00,167773,167773,0.146,15465322,9.43,86.92,736.288
-0.055248619,217,181,191,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,forward,100,local,0,1,0:00,167773,167773,0.158,7835002,20.14,94.05,680.466
-0.003731343,272,268,269,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,forward,100,local,0,1,0:00,167773,167773,0.162,21690281,7.45,96.32,664.426
0.011955594,1229,1171,1157,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,reverse,-1,local,0,1,0:00,16777216,16777216,2.215,196110326,11.29,13.2,4848.613
-0.013623978,1164,1101,1116,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,reverse,-1,local,0,1,0:00,16777216,16777216,2.125,198451133,10.71,12.67,5051.825
0.014634146,869,820,808,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.316,116517363,11.29,7.84,8160.699
-0.04607721,869,803,840,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.48,156904884,9.43,8.82,7257.186
-0.00610687,1390,1310,1318,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,reverse,-1,local,0,1,0:00,16777216,16777216,2.65,264708323,10.01,15.8,4051.573
-0.004172462,743,719,722,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,reverse,-10,local,0,1,0:00,1677722,1677722,1.08,100805583,10.71,64.35,994.529
-0.00308642,672,648,650,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.963,90912309,10.59,57.41,1114.874
-0.007683864,932,911,918,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,reverse,-10,local,0,1,0:00,1677722,1677722,1.573,157135963,10.01,93.77,682.521
0.010463378,685,669,662,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.949,94822218,10.01,56.58,1131.049
-0.008038585,650,622,627,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.94,83219416,11.29,56.01,1142.598
-0.003952569,260,253,254,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,reverse,-100,local,0,1,0:00,167773,167773,0.162,16212551,10.01,96.75,661.519
0,255,250,250,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,reverse,-100,local,0,1,0:00,167773,167773,0.148,14811805,10.01,88.39,724.078
0,268,265,265,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,reverse,-100,local,0,1,0:00,167773,167773,0.153,15255573,10.01,91.04,703.016
-0.007782101,265,257,259,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,reverse,-100,local,0,1,0:00,167773,167773,0.168,17767915,9.43,99.86,640.871
-0.165853659,247,205,239,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,reverse,-100,local,0,1,0:00,167773,167773,0.145,13668315,10.59,86.31,741.542
0.00087108,2331,2296,2294,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,none,1,random,1,local,0,1,0:00,16777216,16777216,4.931,460421849,10.71,29.39,2177.439
0.000832871,3657,3602,3599,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,nta,1,random,1,local,0,1,0:00,16777216,16777216,8.252,824233479,10.01,49.19,1301.191
0.001783326,2280,2243,2239,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t0,1,random,1,local,0,1,0:00,16777216,16777216,4.823,481692207,10.01,28.74,2226.495
-0.014692787,2320,2246,2279,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t1,1,random,1,local,0,1,0:00,16777216,16777216,4.93,492439693,10.01,29.39,2177.901
-0.000349162,2947,2864,2865,8,64,4096,1073741824,1073741824,1073741824,1,1,10,0,t2,1,random,1,local,0,1,0:00,16777216,16777216,6.461,572148617,11.29,38.51,1661.916
0.001408451,749,710,709,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,forward,1,local,0,1,0:00,16777216,16777216,1.066,143136204,7.45,6.36,10068.395
-0.014164306,1117,1059,1074,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,forward,1,local,0,1,0:00,16777216,16777216,1.969,165793134,11.87,11.73,5454.099
0.002628121,789,761,759,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,forward,1,local,0,1,0:00,16777216,16777216,1.166,116502576,10.01,6.95,9205.677
0.002836879,740,705,703,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,forward,1,local,0,1,0:00,16777216,16777216,1.067,100761284,10.59,6.36,10058.996
-0.008450704,758,710,716,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,forward,1,local,0,1,0:00,16777216,16777216,1.218,67086959,18.16,7.26,8813.066
-0.001432665,714,698,699,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,forward,10,local,0,1,0:00,1677722,1677722,1.05,120304137,8.73,62.61,1022.229
0,683,669,669,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,forward,10,local,0,1,0:00,1677722,1677722,0.974,97292917,10.01,58.06,1102.326
0,678,665,665,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,forward,10,local,0,1,0:00,1677722,1677722,0.966,96511697,10.01,57.59,1111.249
-0.029457364,675,645,664,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,forward,10,local,0,1,0:00,1677722,1677722,0.953,95185810,10.01,56.8,1126.728
-0.002785515,737,718,720,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,forward,10,local,0,1,0:00,1677722,1677722,1.167,104426615,11.18,69.56,920.041
-0.007662835,264,261,263,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,forward,100,local,0,1,0:00,167773,167773,0.151,15075659,10.01,89.96,711.405
-0.072580645,268,248,266,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,forward,100,local,0,1,0:00,167773,167773,0.173,15314703,11.29,103.08,620.886
-0.09375,248,224,245,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,forward,100,local,0,1,0:00,167773,167773,0.147,12396362,11.87,87.74,729.453
0.011278195,270,266,263,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,forward,100,local,0,1,0:00,167773,167773,0.161,19792989,8.15,96.14,665.706
-0.007575758,269,264,266,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,forward,100,local,0,1,0:00,167773,167773,0.162,15285319,10.59,96.52,663.095
0.003740648,846,802,799,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.314,176311761,7.45,7.83,8173.884
0.009367681,1326,1281,1269,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,reverse,-1,local,0,1,0:00,16777216,16777216,2.493,235350222,10.59,14.86,4306.592
0.001267427,839,789,788,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.293,129184852,10.01,7.71,8301.942
-0.02457956,842,773,792,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.301,122788942,10.59,7.75,8254.468
0.013681592,853,804,793,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.313,131175989,10.01,7.83,8175.926
0.005722461,717,699,695,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,reverse,-10,local,0,1,0:00,1677722,1677722,1.062,100285318,10.59,63.32,1010.674
-0.004518072,688,664,667,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.977,86520247,11.29,58.23,1099.007
-0.035881435,685,641,664,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.979,92405154,10.59,58.35,1096.863
0.016717325,679,658,647,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.949,89596796,10.59,56.57,1131.243
-0.025236593,671,634,650,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.951,95022766,10.01,56.7,1128.662
0,263,260,260,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,reverse,-100,local,0,1,0:00,167773,167773,0.163,15432793,10.59,97.45,656.759
-0.007434944,271,269,271,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,reverse,-100,local,0,1,0:00,167773,167773,0.167,15579769,10.71,99.46,643.492
0,265,263,263,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,reverse,-100,local,0,1,0:00,167773,167773,0.155,13716455,11.29,92.32,693.231
-0.015564202,266,257,261,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,reverse,-100,local,0,1,0:00,167773,167773,0.161,15208078,10.59,96.03,666.463
-0.057268722,243,227,240,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,reverse,-100,local,0,1,0:00,167773,167773,0.129,7670394,16.88,77.17,829.29
-0.000863185,2353,2317,2319,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,none,1,random,1,local,0,1,0:00,16777216,16777216,5.052,476913049,10.59,30.11,2125.246
-0.00431699,3302,3243,3257,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,nta,1,random,1,local,0,1,0:00,16777216,16777216,7.397,690695454,10.71,44.09,1451.494
0.00036049,2829,2774,2773,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t0,1,random,1,local,0,1,0:00,16777216,16777216,6.179,610039273,10.13,36.83,1737.852
-0.009754335,2871,2768,2795,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t1,1,random,1,local,0,1,0:00,16777216,16777216,6.29,593767486,10.59,37.49,1706.994
-0.000886525,2299,2256,2258,8,64,4096,1073741824,1073741824,1073741824,1,1,10,25,t2,1,random,1,local,0,1,0:00,16777216,16777216,4.816,636444740,7.57,28.71,2229.542
0.001342282,782,745,744,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,none,1,forward,1,local,0,1,0:00,16777216,16777216,1.162,109649700,10.59,6.92,9243.595
-0.003660769,1736,1639,1645,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,nta,1,forward,1,local,0,1,0:00,16777216,16777216,3.472,346758126,10.01,20.69,3092.891
-0.049345418,1114,993,1042,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t0,1,forward,1,local,0,1,0:00,16777216,16777216,1.906,255801941,7.45,11.36,5633.858
0.003968254,786,756,753,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t1,1,forward,1,local,0,1,0:00,16777216,16777216,1.17,116891655,10.01,6.98,9175.036
0.001285347,810,778,777,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t2,1,forward,1,local,0,1,0:00,16777216,16777216,1.243,99808350,12.46,7.41,8636.526
0.007092199,715,705,700,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,none,1,forward,10,local,0,1,0:00,1677722,1677722,1.067,100683280,10.59,63.58,1006.679
-0.023584906,663,636,651,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,nta,1,forward,10,local,0,1,0:00,1677722,1677722,0.925,77933902,11.87,55.16,1160.281
-0.001508296,678,663,664,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t0,1,forward,10,local,0,1,0:00,1677722,1677722,0.961,96010516,10.01,57.29,1117.05
0.006125574,664,653,649,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t1,1,forward,10,local,0,1,0:00,1677722,1677722,0.934,78653142,11.87,55.67,1149.671
-0.003021148,675,662,664,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t2,1,forward,10,local,0,1,0:00,1677722,1677722,0.953,95188108,10.01,56.8,1126.701
-0.021929825,236,228,233,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,none,1,forward,100,local,0,1,0:00,167773,167773,0.147,13743864,10.71,87.74,729.45
-0.178571429,260,224,264,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,nta,1,forward,100,local,0,1,0:00,167773,167773,0.168,14848737,11.29,99.94,640.37
-0.003787879,267,264,265,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t0,1,forward,100,local,0,1,0:00,167773,167773,0.16,14971766,10.71,95.58,669.624
-0.043103448,245,232,242,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t1,1,forward,100,local,0,1,0:00,167773,167773,0.134,6311954,21.3,80.15,798.504
0.015209125,266,263,259,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t2,1,forward,100,local,0,1,0:00,167773,167773,0.183,18302934,10.01,109.22,585.966
0.002534854,835,789,787,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,none,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.258,118719543,10.59,7.5,8537.41
0.007905138,1307,1265,1255,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,nta,1,reverse,-1,local,0,1,0:00,16777216,16777216,2.476,140865175,17.58,14.76,4336.198
-0.004608295,915,868,872,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t0,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.504,150185621,10.01,8.96,7141.064
-0.048128342,836,748,784,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t1,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.266,100656196,12.57,7.54,8484.484
-0.004761905,885,840,844,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t2,1,reverse,-1,local,0,1,0:00,16777216,16777216,1.479,124570002,11.87,8.82,7258.988
0.00729927,698,685,680,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,none,1,reverse,-10,local,0,1,0:00,1677722,1677722,1.01,133519234,7.57,60.22,1062.754
-0.00621118,668,644,648,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,nta,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.937,88403515,10.59,55.82,1146.513
0.006097561,675,656,652,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t0,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.946,94465210,10.01,56.37,1135.323
-0.010954617,664,639,646,8,64,4096,1073741824,1073741824,1073741824,1,1,10,50,t1,1,reverse,-10,local,0,1,0:00,1677722,1677722,0.963,53002430,18.16,57.37,1115.5
